16.611871	1.428882
17.624346	1.438251
15.660760	1.409270
37.132660	1.419279
27.608617	1.412174
25.924897	1.412039
25.273744	1.419069
26.604510	1.433521
52.583240	1.427565
33.974291	1.421901
37.038601	1.454299
53.217274	1.407743
28.652020	1.408224
51.443416	1.414880
36.136605	1.452401
39.363009	1.446052
57.534240	1.411728
52.016609	1.437192
63.045223	1.438640
29.047858	1.421736
74.673577	1.455871
29.772971	1.408545
49.893473	1.430239
48.168698	1.441934
42.207076	1.452109
67.457676	1.400904
63.952333	1.439918
38.762694	1.445332
76.021916	1.405295
61.261256	1.424294
80.737295	1.406434
35.951905	1.445715
95.071214	1.456105
104.938396	1.440692
50.749032	1.414638
57.125511	1.436924
54.799660	1.400704
36.627162	1.436712
79.754800	1.438207
78.395256	1.440827
79.234712	1.435505
102.571959	1.452569
23.822278	1.424371
61.977099	1.453919
86.076763	1.452792
67.963836	1.457939
115.583204	1.403400
63.673257	1.417682
73.217705	1.439504
54.971429	1.431695
73.446774	1.457394
99.500033	1.442524
76.339372	1.418117
90.314851	1.404883
28.685749	1.403660
59.404675	1.419632
92.376049	1.450400
112.188133	1.407760
83.044747	1.401232
112.501539	1.452178
81.232228	1.421844
70.302260	1.457783
113.712115	1.403018
108.716357	1.443781
114.239210	1.424158
34.406243	1.453839
74.425138	1.449571
97.086243	1.455704
77.930982	1.424349
64.258594	1.434153
115.144352	1.408024
78.927695	1.406576
49.125495	1.455648
126.494409	1.442147
82.817959	1.427607
40.211328	1.459007
88.689048	1.427672
74.703615	1.432331
69.399541	1.457349
82.144167	1.451333
83.585536	1.401985
30.127049	1.453888
91.231836	1.431750
83.846180	1.411303
78.397663	1.402744
40.904455	1.407083
108.566490	1.425172
54.341902	1.404719
82.129869	1.402131
104.593196	1.456638
99.006021	1.414978
105.396724	1.406614
85.877952	1.439464
86.939266	1.415902
52.007530	1.404141
102.271280	1.421843
56.757009	1.432011
93.210431	1.434749
96.781939	1.453580
63.065374	1.400614
125.802804	1.425297
64.530981	1.411029
94.471646	1.409784
126.372623	1.451014
62.339375	1.429784
77.167034	1.419957
111.440687	1.458864
100.494872	1.431333
57.433175	1.428210
98.033293	1.449071
96.509208	1.402907
132.872046	1.426838
99.876035	1.436088
74.262971	1.435654
123.695583	1.420920
39.784674	1.427231
79.399789	1.416351
99.852736	1.452641
88.152368	1.449431
106.272974	1.451481
127.936820	1.439693
103.366611	1.408288
148.758516	1.456894
109.823173	1.410670
56.665543	1.440450
81.346956	1.404809
79.186319	1.421936
43.348161	1.441963
120.805911	1.452502
91.968222	1.407664
147.641842	1.418891
57.553121	1.428271
79.023023	1.448644
99.482485	1.456781
91.010285	1.443222
70.870553	1.457358
78.253985	1.445370
54.139737	1.458118
65.419287	1.405573
107.968468	1.409869
105.055909	1.420802
120.608083	1.411334
111.739702	1.411927
138.278651	1.451492
91.443191	1.447445
59.333107	1.401164
25.959575	1.455142
31.053364	1.412047
88.924504	1.436449
122.199338	1.409743
108.351332	1.453710
84.957345	1.401149
85.626639	1.429239
80.084203	1.455650
136.505655	1.439236
105.656667	1.412285
70.036980	1.407569
135.388094	1.405600
29.892053	1.432722
91.294127	1.423746
136.696099	1.416746
148.610886	1.443945
60.823464	1.435124
