#RA		Dec		dist		mc
0.640984	2.657329	16.611871	1.428882
2.641672	0.619971	17.624346	1.438251
0.251702	2.114698	15.660760	1.409270
0.329638	2.785409	37.132660	1.419279
4.885682	2.571733	27.608617	1.412174
5.984010	1.086231	25.924897	1.412039
3.227317	2.476741	25.273744	1.419069
3.101826	2.081245	26.604510	1.433521
3.182594	2.551119	52.583240	1.427565
1.391991	2.690204	33.974291	1.421901
6.256747	2.134572	37.038601	1.454299
5.486687	2.928238	53.217274	1.407743
3.986631	0.575294	28.652020	1.408224
3.235611	2.397556	51.443416	1.414880
2.704886	0.654869	36.136605	1.452401
3.612322	2.692526	39.363009	1.446052
2.883386	0.770812	57.534240	1.411728
6.138200	0.723496	52.016609	1.437192
1.123270	0.334245	63.045223	1.438640
1.266685	2.031944	29.047858	1.421736
0.137563	0.609775	74.673577	1.455871
1.428422	1.882252	29.772971	1.408545
5.608266	0.593464	49.893473	1.430239
4.846027	2.669446	48.168698	1.441934
4.965224	0.924773	42.207076	1.452109
5.602117	0.335213	67.457676	1.400904
1.052957	0.360627	63.952333	1.439918
5.059637	2.178659	38.762694	1.445332
6.219739	2.515056	76.021916	1.405295
5.069383	0.257319	61.261256	1.424294
3.275568	2.465163	80.737295	1.406434
4.561460	1.224318	35.951905	1.445715
3.228519	0.303490	95.071214	1.456105
0.195157	2.924858	104.938396	1.440692
2.753720	2.478065	50.749032	1.414638
4.005681	2.943717	57.125511	1.436924
1.832403	2.464053	54.799660	1.400704
4.889145	2.152413	36.627162	1.436712
0.691761	0.743892	79.754800	1.438207
6.028943	0.677719	78.395256	1.440827
3.397600	2.496975	79.234712	1.435505
2.706032	0.142620	102.571959	1.452569
2.193518	1.819551	23.822278	1.424371
0.509610	0.145285	61.977099	1.453919
5.819788	0.611943	86.076763	1.452792
0.740551	2.083518	67.963836	1.457939
0.070810	0.104269	115.583204	1.403400
0.157803	0.835093	63.673257	1.417682
3.166610	2.371659	73.217705	1.439504
1.446866	2.502063	54.971429	1.431695
5.885946	1.035915	73.446774	1.457394
6.075479	2.577185	99.500033	1.442524
0.970320	2.336152	76.339372	1.418117
0.012331	0.551685	90.314851	1.404883
1.384235	2.135122	28.685749	1.403660
2.857628	0.274073	59.404675	1.419632
4.807965	0.414370	92.376049	1.450400
2.474903	0.278229	112.188133	1.407760
4.415395	2.776369	83.044747	1.401232
2.759759	2.853854	112.501539	1.452178
2.002082	0.276216	81.232228	1.421844
2.293275	0.940826	70.302260	1.457783
6.045641	2.983561	113.712115	1.403018
0.865319	2.980692	108.716357	1.443781
2.377947	2.995992	114.239210	1.424158
3.246565	1.828598	34.406243	1.453839
0.507899	0.753992	74.425138	1.449571
4.186061	0.623243	97.086243	1.455704
3.438170	2.250772	77.930982	1.424349
2.736520	2.839847	64.258594	1.434153
3.186866	0.425277	115.144352	1.408024
4.798427	2.653847	78.927695	1.406576
1.944336	1.120057	49.125495	1.455648
6.266865	2.777910	126.494409	1.442147
4.712171	0.658172	82.817959	1.427607
0.633575	1.632625	40.211328	1.459007
3.449683	2.242909	88.689048	1.427672
5.604924	2.526558	74.703615	1.432331
0.423189	2.093859	69.399541	1.457349
5.789815	2.178682	82.144167	1.451333
4.906752	2.705398	83.585536	1.401985
2.793793	1.952329	30.127049	1.453888
5.325520	2.574312	91.231836	1.431750
0.119902	1.165895	83.846180	1.411303
0.235657	2.142006	78.397663	1.402744
1.008577	2.300990	40.904455	1.407083
0.853961	2.989235	108.566490	1.425172
1.982179	2.034846	54.341902	1.404719
2.005691	0.590927	82.129869	1.402131
1.277152	2.844180	104.593196	1.456638
0.133443	0.828790	99.006021	1.414978
0.308201	2.661843	105.396724	1.406614
3.031441	0.340144	85.877952	1.439464
1.769414	0.552102	86.939266	1.415902
6.112583	1.509022	52.007530	1.404141
3.380173	2.326344	102.271280	1.421843
1.940988	0.982688	56.757009	1.432011
5.427594	2.363120	93.210431	1.434749
3.306897	0.818652	96.781939	1.453580
2.539403	0.582519	63.065374	1.400614
0.210166	2.838788	125.802804	1.425297
5.794635	2.799029	64.530981	1.411029
1.003289	0.707338	94.471646	1.409784
5.820572	0.491080	126.372623	1.451014
3.918946	2.185149	62.339375	1.429784
4.838118	2.362611	77.167034	1.419957
3.778495	2.444802	111.440687	1.458864
2.931796	2.340735	100.494872	1.431333
6.047517	2.029268	57.433175	1.428210
3.634381	2.255570	98.033293	1.449071
5.508080	2.410371	96.509208	1.402907
0.361193	2.605480	132.872046	1.426838
2.922548	0.814474	99.876035	1.436088
3.306406	2.089391	74.262971	1.435654
2.100379	0.231120	123.695583	1.420920
3.269356	1.928927	39.784674	1.427231
1.384791	0.564268	79.399789	1.416351
2.951150	0.634944	99.852736	1.452641
4.255480	2.289386	88.152368	1.449431
3.044775	0.683123	106.272974	1.451481
3.224149	0.621224	127.936820	1.439693
3.111565	0.864811	103.366611	1.408288
3.631406	0.265678	148.758516	1.456894
6.090538	2.885015	109.823173	1.410670
5.468314	1.814769	56.665543	1.440450
1.627408	2.386056	81.346956	1.404809
5.117568	2.492063	79.186319	1.421936
0.555087	2.070340	43.348161	1.441963
2.536852	0.507366	120.805911	1.452502
4.384324	2.772548	91.968222	1.407664
3.410468	0.469221	147.641842	1.418891
1.215117	1.115446	57.553121	1.428271
4.882643	0.425349	79.023023	1.448644
3.843091	0.695417	99.482485	1.456781
6.082677	2.056228	91.010285	1.443222
4.734362	0.189230	70.870553	1.457358
0.055380	1.826163	78.253985	1.445370
4.847413	1.721038	54.139737	1.458118
2.113348	1.500803	65.419287	1.405573
1.043021	0.557025	107.968468	1.409869
5.949816	0.701925	105.055909	1.420802
2.703624	2.412305	120.608083	1.411334
5.160754	0.055333	111.739702	1.411927
3.452447	2.863352	138.278651	1.451492
5.346518	2.517460	91.443191	1.447445
0.117612	0.935784	59.333107	1.401164
4.654446	1.538966	25.959575	1.455142
2.197557	1.511369	31.053364	1.412047
3.567849	0.529023	88.924504	1.436449
0.940210	2.786422	122.199338	1.409743
3.507011	2.471815	108.351332	1.453710
3.922625	2.037146	84.957345	1.401149
6.090485	2.758744	85.626639	1.429239
5.625674	2.355717	80.084203	1.455650
2.602298	0.393970	136.505655	1.439236
3.264379	1.006984	105.656667	1.412285
3.485276	2.117163	70.036980	1.407569
3.180132	2.426822	135.388094	1.405600
6.219698	2.049854	29.892053	1.432722
1.649010	0.861313	91.294127	1.423746
5.803333	0.447084	136.696099	1.416746
6.133125	3.001222	148.610886	1.443945
2.152008	1.882414	60.823464	1.435124
4.145279	1.079598	80.814377	1.417364
5.701905	0.561328	129.298417	1.401446
0.323461	0.209583	144.666283	1.448808
5.220289	2.494609	80.291606	1.454457
0.092942	1.203727	54.592516	1.414850
1.724340	0.448415	109.633948	1.429702
2.488504	1.763056	73.411864	1.459896
0.457688	0.851455	125.050701	1.441300
6.012970	1.000145	72.917639	1.421734
5.672421	0.509140	115.097304	1.414792
4.464022	3.029255	144.676591	1.412046
4.092126	1.176674	79.761851	1.442993
5.610963	3.004210	129.573037	1.412165
0.793544	0.713018	126.276253	1.438195
2.827933	0.720569	133.814412	1.456761
0.209729	0.788960	130.059622	1.433152
6.241142	0.873199	106.295720	1.417452
1.964035	2.173092	64.457612	1.421726
3.118061	2.612199	149.356273	1.433613
6.086044	0.835304	110.253195	1.401693
5.909388	2.287033	117.827199	1.432755
6.174817	0.541103	85.857047	1.453518
5.087245	2.323530	93.529534	1.455046
5.047396	0.130633	115.757611	1.447640
0.708468	2.184878	97.092796	1.442401
2.901467	1.876165	86.360372	1.402337
3.704277	2.338443	109.556112	1.424622
3.584817	2.116489	103.246157	1.426291
0.246550	0.318018	104.187265	1.447251
4.352487	0.201127	130.611803	1.455692
0.406448	0.461731	132.487387	1.451752
2.479878	2.493144	137.120434	1.415225
2.470136	2.526902	103.419717	1.451095
2.696913	0.868275	105.320890	1.421115
0.927942	2.814018	120.843065	1.419125
3.560331	2.966868	135.977212	1.417951
4.917060	1.403281	69.825573	1.444052
5.441304	0.437150	144.331731	1.441182
5.462466	0.756625	107.225099	1.420726
4.088408	1.356226	50.359680	1.427478
0.016766	0.783180	138.481855	1.458975
4.969363	2.503737	87.405977	1.433132
2.560620	2.191361	76.617979	1.413577
2.730096	2.630025	99.068368	1.447994
3.537869	0.710940	129.971025	1.402762
2.412629	2.570578	94.580523	1.448891
1.685887	1.343643	52.498932	1.415595
1.464722	0.595278	121.662215	1.452982
2.502422	2.785648	146.535651	1.450541
0.084256	2.308498	133.320966	1.450107
5.882789	0.946349	100.138413	1.415528
3.234315	1.800449	81.926249	1.429999
1.517785	2.615801	79.184931	1.416152
5.046088	1.084135	64.852432	1.440333
1.473511	0.492490	118.765899	1.413743
3.546007	0.734415	127.765609	1.450307
5.149120	1.683920	57.220157	1.420236
6.222849	2.378420	93.088717	1.449453
1.081978	2.596793	123.098168	1.402751
3.745168	2.680268	140.909164	1.433066
1.889389	0.983334	76.296226	1.416499
5.829757	1.922949	70.389868	1.433885
5.501219	0.692339	73.965483	1.400699
5.379460	2.180962	69.788328	1.445897
0.550232	2.499225	143.789014	1.415315
3.566835	2.738737	130.592887	1.437908
5.544058	2.665004	117.055683	1.418393
4.901203	1.897258	55.006480	1.406374
5.418780	2.513069	80.115568	1.418860
2.230677	2.547084	82.716389	1.406875
3.727303	2.323444	86.055331	1.437067
5.200006	2.740407	105.664087	1.401135
3.273769	1.600086	96.397412	1.429905
3.295744	0.395324	121.091019	1.440557
0.326865	0.838099	125.725776	1.448205
4.988918	1.038905	71.237832	1.453445
2.588074	1.397035	78.426487	1.408728
2.381340	0.636935	127.285570	1.456465
5.898619	0.812568	122.869412	1.458486
0.329464	1.991160	80.903362	1.404180
3.105512	2.975794	145.370280	1.427612
3.426568	2.223693	126.168077	1.428561
0.792512	2.039218	81.712886	1.433855
0.506083	1.303852	90.944762	1.440827
6.210076	1.362489	93.392033	1.441642
3.588438	0.873980	89.805633	1.420762
0.386126	0.657536	118.329125	1.442728
5.514339	0.438165	106.139878	1.404730
4.742475	0.532482	80.862204	1.447622
1.799043	0.823126	76.340939	1.425156
3.755395	1.282211	46.894629	1.419815
3.070137	1.340187	82.343242	1.437665
0.060245	0.940479	114.080128	1.414037
1.034665	2.024305	81.074833	1.437609
4.279419	0.865934	109.580321	1.450652
1.986568	2.640693	117.039699	1.426936
2.943888	0.365262	125.967423	1.412598
4.676354	2.533351	85.403009	1.415425
3.966240	2.525669	136.571853	1.434804
4.597612	0.438523	126.511469	1.411027
2.754936	2.226033	137.902055	1.420936
0.501991	2.315963	145.755394	1.458213
4.120275	0.839374	120.635400	1.459152
1.763144	2.212748	82.889970	1.414330
0.273679	0.887177	129.329033	1.433388
4.025116	0.156580	114.239607	1.425454
4.428941	2.469261	105.112506	1.435762
6.280812	1.017071	117.971156	1.402966
2.848793	1.397023	40.511462	1.404972
5.299756	0.225465	137.303626	1.422842
1.359738	2.438715	123.068395	1.444294
3.962401	2.432680	146.386505	1.409713
4.020259	2.155874	52.148596	1.405216
6.187457	1.089449	102.025990	1.440480
1.483496	0.776435	72.318781	1.431258
1.834961	3.068608	133.153022	1.444857
5.326790	2.523834	121.023514	1.408871
3.886016	2.720443	114.183087	1.417155
0.470665	2.386980	139.572903	1.431274
5.357576	0.886113	125.879608	1.449005
5.494162	1.149211	101.549002	1.440781
1.684532	2.792920	126.248447	1.434672
0.889488	1.118132	80.780007	1.423639
6.121510	0.727222	89.071972	1.449192
3.983192	2.585544	138.659224	1.452684
4.044023	0.114735	129.221568	1.417887
3.068362	2.330508	143.787835	1.450588
5.260899	0.843236	97.622825	1.417425
1.989772	0.689651	116.224766	1.451360
1.084405	2.364439	110.797413	1.423239
3.528262	2.967493	137.244605	1.404113
2.215146	2.637490	126.225319	1.405063
3.731802	0.862833	91.905857	1.432568
1.147332	2.567574	135.634161	1.449448
3.865321	0.258768	118.808871	1.438935
0.445578	2.677919	106.763042	1.406068
2.489070	2.360450	131.601081	1.438799
5.184702	2.081731	82.641178	1.405701
4.592565	2.700465	83.261219	1.428215
1.921652	0.468352	129.525673	1.459625
1.876521	2.677026	126.722018	1.453589
